Sub-County Code,Sub-County,County Code,County,District Code,District
215119,NALUSALA,2151,BUDADIRI,215,SIRONKO
215120,SIRONKO TC,2151,BUDADIRI,215,SIRONKO
215121,ZESUI,2151,BUDADIRI,215,SIRONKO
216101,ABARILELA,2161,AMURIA,216,AMURIA
216102,AKERIAU,2161,AMURIA,216,AMURIA
216103,AMURIA T. C.,2161,AMURIA,216,AMURIA
216104,APEDURU,2161,AMURIA,216,AMURIA
216105,ASAMUK,2161,AMURIA,216,AMURIA
216106,KUJU,2161,AMURIA,216,AMURIA
216107,MORUNGATUNY,2161,AMURIA,216,AMURIA
216108,OGOLAI,2161,AMURIA,216,AMURIA
216109,ORUNGO,2161,AMURIA,216,AMURIA
216110,WERA,2161,AMURIA,216,AMURIA
216111,WILLA,2161,AMURIA,216,AMURIA
216201,ACOWA,2162,KAPELEBYONG,216,AMURIA
216202,AKOROMIT,2162,KAPELEBYONG,216,AMURIA
216203,KAPELEBYONG,2162,KAPELEBYONG,216,AMURIA
216204,OBALANGA,2162,KAPELEBYONG,216,AMURIA
216205,OKUNGUR,2162,KAPELEBYONG,216,AMURIA
217101,BUDAKA,2171,BUDAKA,217,BUDAKA
217102,BUDAKA TC,2171,BUDAKA,217,BUDAKA
217103,KACHOMO,2171,BUDAKA,217,BUDAKA
217104,KADERUNA,2171,BUDAKA,217,BUDAKA
217105,KAKULE,2171,BUDAKA,217,BUDAKA
217106,LYAMA,2171,BUDAKA,217,BUDAKA
217107,NABOA,2171,BUDAKA,217,BUDAKA
217108,NANSANGA,2171,BUDAKA,217,BUDAKA
217201,IKI-IKI,2172,IKI-IKI,217,BUDAKA
217202,KAMERUKA,2172,IKI-IKI,217,BUDAKA
217203,KAMONKOLI,2172,IKI-IKI,217,BUDAKA
217204,KATIIRA,2172,IKI-IKI,217,BUDAKA
217205,MUGITI,2172,IKI-IKI,217,BUDAKA
218101,BUBIITA,2181,MANJIYA,218,BUDUDA
218102,BUDUDA T C,2181,MANJIYA,218,BUDUDA
218103,BUDUDA,2181,MANJIYA,218,BUDUDA
218104,BUKALASI,2181,MANJIYA,218,BUDUDA
218105,BUKIBOKOLO,2181,MANJIYA,218,BUDUDA
218106,BUKIGAI,2181,MANJIYA,218,BUDUDA
218107,BULUCHEKE,2181,MANJIYA,218,BUDUDA
218108,BUMASHETI,2181,MANJIYA,218,BUDUDA
218109,BUMAYOKA,2181,MANJIYA,218,BUDUDA
218110,BUSHIKA,2181,MANJIYA,218,BUDUDA
218111,BUSHIRIBO,2181,MANJIYA,218,BUDUDA
218112,BUSHIYI,2181,MANJIYA,218,BUDUDA
218113,BUWALI,2181,MANJIYA,218,BUDUDA
218114,NABWEYA,2181,MANJIYA,218,BUDUDA
218115,NAKATSI,2181,MANJIYA,218,BUDUDA
218116,NALWANZA,2181,MANJIYA,218,BUDUDA
219101,BUKEDEA,2191,BUKEDEA,219,BUKEDEA
219102,BUKEDEA TC,2191,BUKEDEA,219,BUKEDEA
219103,KACHUMBALA,2191,BUKEDEA,219,BUKEDEA
219104,KIDONGOLE,2191,BUKEDEA,219,BUKEDEA
219105,KOLIR,2191,BUKEDEA,219,BUKEDEA
219106,MALERA,2191,BUKEDEA,219,BUKEDEA
220101,BUKWA,2201,KONGASIS,220,BUKWO
220102,BUKWO T C,2201,KONGASIS,220,BUKWO
220103,CHEPKWASTA,2201,KONGASIS,220,BUKWO
220104,CHESOWER,2201,KONGASIS,220,BUKWO
220105,KABEI,2201,KONGASIS,220,BUKWO
220106,KAMET,2201,KONGASIS,220,BUKWO
220107,KAPTERERWO,2201,KONGASIS,220,BUKWO
220108,KORTEK,2201,KONGASIS,220,BUKWO
220109,RIWO,2201,KONGASIS,220,BUKWO
220110,SENENDET,2201,KONGASIS,220,BUKWO
220111,SUAM,2201,KONGASIS,220,BUKWO
220112,TULEL,2201,KONGASIS,220,BUKWO
222101,BUMANYA,2221,BULAMOGI,222,KALIRO
222102,GADUMIRE,2221,BULAMOGI,222,KALIRO
222103,KALIRO T.C.,2221,BULAMOGI,222,KALIRO
222104,NAMUGONGO,2221,BULAMOGI,222,KALIRO
222105,NAMWIWA,2221,BULAMOGI,222,KALIRO
222106,NAWAIKOKE,2221,BULAMOGI,222,KALIRO
223101,BUBUTU ,2231,BUBULO,223,MANAFWA
223102,BUGOBERO,2231,BUBULO,223,MANAFWA
223103,BUKHABUSI,2231,BUBULO,223,MANAFWA
223104,BUKHAWEKA,2231,BUBULO,223,MANAFWA
223105,BUKHOFU,2231,BUBULO,223,MANAFWA
223106,BUKIABI,2231,BUBULO,223,MANAFWA
223107,BUKOKHO,2231,BUBULO,223,MANAFWA
223108,BUKUSU,2231,BUBULO,223,MANAFWA
223109,BUMBO,2231,BUBULO,223,MANAFWA
223110,BUMWONI,2231,BUBULO,223,MANAFWA
223111,BUNABWANA,2231,BUBULO,223,MANAFWA
223112,BUPOTO,2231,BUBULO,223,MANAFWA
223113,BUSUKUYA,2231,BUBULO,223,MANAFWA
223114,BUTIRU,2231,BUBULO,223,MANAFWA
223115,BUTTA,2231,BUBULO,223,MANAFWA
223116,BUWABWALA,2231,BUBULO,223,MANAFWA
223117,BUWAGOGO,2231,BUBULO,223,MANAFWA
223118,KAATO,2231,BUBULO,223,MANAFWA
223119,KHABUTOOLA,2231,BUBULO,223,MANAFWA
223120,LWAKHAKHA TC,2231,BUBULO,223,MANAFWA
223121,MAGALE,2231,BUBULO,223,MANAFWA
223122,MANAFWA TC,2231,BUBULO,223,MANAFWA
223123,MUKOTO,2231,BUBULO,223,MANAFWA
223124,NALONDO,2231,BUBULO,223,MANAFWA
223125,NAMABYA,2231,BUBULO,223,MANAFWA
223126,NAMBOKO,2231,BUBULO,223,MANAFWA
223127,SIBANGA,2231,BUBULO,223,MANAFWA
223128,SISUNI,2231,BUBULO,223,MANAFWA
223129,TSEKULULU,2231,BUBULO,223,MANAFWA
223130,WESWA,2231,BUBULO,223,MANAFWA
224101,BULANGE,2241,BUSIKI,224,NAMUTUMBA
224102,IVUKULA,2241,BUSIKI,224,NAMUTUMBA
224103,KIBAALE,2241,BUSIKI,224,NAMUTUMBA
224104,MAGADA,2241,BUSIKI,224,NAMUTUMBA
224105,NAMUTUMBA,2241,BUSIKI,224,NAMUTUMBA
224106,NAMUTUMBA TOWN COUNCIL,2241,BUSIKI,224,NAMUTUMBA
224107,NSINZE,2241,BUSIKI,224,NAMUTUMBA
225101,BUGINYANYA,2251,BULAMBULI,225,BULAMBULI
225102,BUKHALU,2251,BULAMBULI,225,BULAMBULI
225103,BULAAGO,2251,BULAMBULI,225,BULAMBULI
225104,BULAMBULI TC,2251,BULAMBULI,225,BULAMBULI
225105,BULEGENI,2251,BULAMBULI,225,BULAMBULI
225106,SIMU,2251,BULAMBULI,225,BULAMBULI
225107,BULUGANYA,2251,BULAMBULI,225,BULAMBULI
225108,BUMASOBO,2251,BULAMBULI,225,BULAMBULI
225109,BUMUGIBOLE,2251,BULAMBULI,225,BULAMBULI
225110,BUNAMBUTYE,2251,BULAMBULI,225,BULAMBULI
225111,BWIKHONGE,2251,BULAMBULI,225,BULAMBULI
225112,NABBONGO,2251,BULAMBULI,225,BULAMBULI
225113,MUYEMBE,2251,BULAMBULI,225,BULAMBULI
225114,LUSHA,2251,BULAMBULI,225,BULAMBULI
225115,MASIIRA,2251,BULAMBULI,225,BULAMBULI
225116,KAMU,2251,BULAMBULI,225,BULAMBULI
225117,NAMISUNI,2251,BULAMBULI,225,BULAMBULI
225118,SISIYI,2251,BULAMBULI,225,BULAMBULI
225119,BULEGENI TC,2251,BULAMBULI,225,BULAMBULI
226101,BUGAYA,2261,BUDIOPE,226,BUYENDE
226102,BUYENDE,2261,BUDIOPE,226,BUYENDE
226104,BUYENDE TC,2261,BUDIOPE,226,BUYENDE
226105,KAGULU,2261,BUDIOPE,226,BUYENDE
226106,KIDERA,2261,BUDIOPE,226,BUYENDE
226107,NKONDO,2261,BUDIOPE,226,BUYENDE
227101,BULANGIRA,2271,KIBUKU,227,KIBUKU
227102,BUSETA,2271,KIBUKU,227,KIBUKU
227103,KABWERI,2271,KIBUKU,227,KIBUKU
227104,KADAMA,2271,KIBUKU,227,KIBUKU
227105,KAGUMU,2271,KIBUKU,227,KIBUKU
227106,KASASIRA,2271,KIBUKU,227,KIBUKU
227107,KIBUKU,2271,KIBUKU,227,KIBUKU
227108,KIBUKU TC,2271,KIBUKU,227,KIBUKU
227109,KIRIKA,2271,KIBUKU,227,KIBUKU
227110,TIRINYI,2271,KIBUKU,227,KIBUKU
228101,BENET,2281,KWEEN,228,KWEEN
228102,BINYINY,2281,KWEEN,228,KWEEN
228103,BINYINY TC,2281,KWEEN,228,KWEEN
228104,KAPRORON,2281,KWEEN,228,KWEEN
228105,KAPTOYOY,2281,KWEEN,228,KWEEN
228106,KAPTUM,2281,KWEEN,228,KWEEN
228107,KIRIKI,2281,KWEEN,228,KWEEN
228108,KITAWOI,2281,KWEEN,228,KWEEN
228109,KWANYIY,2281,KWEEN,228,KWEEN
228110,KWOSIR,2281,KWEEN,228,KWEEN
228111,MOYOK,2281,KWEEN,228,KWEEN
228112,NGENGE,2281,KWEEN,228,KWEEN
229101,BUKANGA,2291,LUUKA,229,LUUKA
229102,BUKOOMA,2291,LUUKA,229,LUUKA
229103,BULONGO,2291,LUUKA,229,LUUKA
229104,IKUMBYA,2291,LUUKA,229,LUUKA
229105,IRONGO,2291,LUUKA,229,LUUKA
229106,LUUKA TC,2291,LUUKA,229,LUUKA
229107,NAWAMPITI,2291,LUUKA,229,LUUKA
229108,WAIBUGA,2291,LUUKA,229,LUUKA
230101,BANDA,2301,BUKOOLI,230,NAMAYINGO
230102,BUKANA,2301,BUKOOLI,230,NAMAYINGO
230103,BUHEMBA,2301,BUKOOLI,230,NAMAYINGO
230104,BUSWALE,2301,BUKOOLI,230,NAMAYINGO
230105,BUYINJA,2301,BUKOOLI,230,NAMAYINGO
230106,LOLWE,2301,BUKOOLI,230,NAMAYINGO
230107,MUTUMBA,2301,BUKOOLI,230,NAMAYINGO
230108,NAMAYINGO TC,2301,BUKOOLI,230,NAMAYINGO
230109,SIGULU ISLAND,2301,BUKOOLI,230,NAMAYINGO
231101,KAPIR,2311,NGORA,231,NGORA
231102,KOBWIN,2311,NGORA,231,NGORA
231103,MUKURA,2311,NGORA,231,NGORA
231104,NGORA,2311,NGORA,231,NGORA
231105,NGORA TC,2311,NGORA,231,NGORA
232101,BUGONDO,2321,KASILO,232,SERERE
232102,KADUNGULU,2321,KASILO,232,SERERE
232103,KASILO TC,2321,KASILO,232,SERERE
232104,LABORI,2321,KASILO,232,SERERE
232105,PINGIRE,2321,KASILO,232,SERERE
232201,ATIIRA,2322,SERERE,232,SERERE
232202,KATETA,2322,SERERE,232,SERERE
232203,KYERE,2322,SERERE,232,SERERE
232204,OLIO ,2322,SERERE,232,SERERE
232205,SERERE TC,2322,SERERE,232,SERERE
301101,ADJUMANI TC,3011,EAST MOYO,301,ADJUMANI
301102,ADROPI,3011,EAST MOYO,301,ADJUMANI
301103,ARINYAPI,3011,EAST MOYO,301,ADJUMANI
301104,CIFORO,3011,EAST MOYO,301,ADJUMANI
301105,DZAIPI,3011,EAST MOYO,301,ADJUMANI
301106,ITIRIKWA,3011,EAST MOYO,301,ADJUMANI
301107,OFUA,3011,EAST MOYO,301,ADJUMANI
301108,UKUSIJONI,3011,EAST MOYO,301,ADJUMANI
301109,PACARA,3011,EAST MOYO,301,ADJUMANI
301110,PAKELE,3011,EAST MOYO,301,ADJUMANI
302101,ABONGOMOLA,3021,KWANIA,302,APAC
302102,ADUKU,3021,KWANIA,302,APAC
302103,ADUKU TC,3021,KWANIA,302,APAC
302104,CHAWENTE,3021,KWANIA,302,APAC
302105,INOMO,3021,KWANIA,302,APAC
302106,NAMBIESO,3021,KWANIA,302,APAC
302201,AKOKORO,3022,MARUZI,302,APAC
302202,APAC,3022,MARUZI,302,APAC
302203,APAC  TC,3022,MARUZI,302,APAC
302204,CHEGERE,3022,MARUZI,302,APAC
302205,IBUJE,3022,MARUZI,302,APAC
303101,ARUA HILL,3031,ARUA MUNICIPALITY,303,ARUA
303102,RIVER OLI,3031,ARUA MUNICIPALITY,303,ARUA
303201,ADUMI,3032,AYIVU,303,ARUA
303202,AROI   ,3032,AYIVU,303,ARUA
303203,AYIVUNI,3032,AYIVU,303,ARUA
303204,DADAMU,3032,AYIVU,303,ARUA
303205,MANIBE,3032,AYIVU,303,ARUA
303206,OLUKO,3032,AYIVU,303,ARUA
303207,PAJULU,3032,AYIVU,303,ARUA
303301,ANYIRIBU,3033,MADI OKOLLO,303,ARUA
303302,EWANGA,3033,MADI OKOLLO,303,ARUA
303303,OFFAKA,3033,MADI OKOLLO,303,ARUA
303304,OGOKO,3033,MADI OKOLLO,303,ARUA
303305,OKOLLO,3033,MADI OKOLLO,303,ARUA
303306,PAWOR,3033,MADI OKOLLO,303,ARUA
303307,RHINO CAMP,3033,MADI OKOLLO,303,ARUA
303308,RIGBO,3033,MADI OKOLLO,303,ARUA
303309,ULEPPI,3033,MADI OKOLLO,303,ARUA
303401,AII-VU,3034,TEREGO,303,ARUA
303402,BILEAFE,3034,TEREGO,303,ARUA
303403,KATRINI,3034,TEREGO,303,ARUA
303404,OMUGO,3034,TEREGO,303,ARUA
303405,ODUPI,3034,TEREGO,303,ARUA
303406,URIAMA,3034,TEREGO,303,ARUA
303501,AJIA,3035,VURRA,303,ARUA
303502,ARIVU,3035,VURRA,303,ARUA
303503,LOGIRI,3035,VURRA,303,ARUA
303504,VURRA,3035,VURRA,303,ARUA
304101,AWACH,3041,ASWA,304,GULU
304102,BUNGATIRA,3041,ASWA,304,GULU
304103,PAICHO,3041,ASWA,304,GULU
304104,PALARO,3041,ASWA,304,GULU
304105,PATIKO,3041,ASWA,304,GULU
304106,UNYAMA,3041,ASWA,304,GULU
304201,BAR DEGE,3042,GULU MUNICIPALITY,304,GULU
304202,LAROO,3042,GULU MUNICIPALITY,304,GULU
304203,LAYIBI,3042,GULU MUNICIPALITY,304,GULU
304204,PECE,3042,GULU MUNICIPALITY,304,GULU
304301,BOBI,3043,OMORO,304,GULU
304302,KORO,3043,OMORO,304,GULU
304303,LAKWANA,3043,OMORO,304,GULU
304304,LALOGI,3043,OMORO,304,GULU
304305,ODEK,3043,OMORO,304,GULU
304306,ONGAKO,3043,OMORO,304,GULU
305101,KITGUM MATIDI,3051,CHUA,305,KITGUM
305102,KITGUM TC,3051,CHUA,305,KITGUM
305103,LABONGO AKWANG,3051,CHUA,305,KITGUM
305104,LABONGO AMIDA,3051,CHUA,305,KITGUM
305105,LABONGO LAYAMO,3051,CHUA,305,KITGUM
305106,LAGORO,3051,CHUA,305,KITGUM
305107,MUCWINI,3051,CHUA,305,KITGUM
305108,NAMOKORA,3051,CHUA,305,KITGUM
305109,OMIYA ANYIMA,3051,CHUA,305,KITGUM
305110,OROM,3051,CHUA,305,KITGUM
306101,KACHERI,3061,JIE,306,KOTIDO
306102,KOTIDO,3061,JIE,306,KOTIDO
306103,KOTIDO T C,3061,JIE,306,KOTIDO
306104,NAKAPELIMORU,3061,JIE,306,KOTIDO
306105,PANYANGARA,3061,JIE,306,KOTIDO
306106,RENGEN,3061,JIE,306,KOTIDO
307101,ADEKOKWOK,3071,ERUTE,307,LIRA
307102,AGALI,3071,ERUTE,307,LIRA
307103,AGWENG,3071,ERUTE,307,LIRA
307104,AMACH,3071,ERUTE,307,LIRA
307105,AROMO,3071,ERUTE,307,LIRA
307106,BARR,3071,ERUTE,307,LIRA
307107,LIRA,3071,ERUTE,307,LIRA
307108,NGETTA,3071,ERUTE,307,LIRA
307109,OGUR,3071,ERUTE,307,LIRA
307201,ADYEL,3072,LIRA  MUNICIPALITY,307,LIRA
307202,CENTRAL  ,3072,LIRA  MUNICIPALITY,307,LIRA
307203,OJWINA,3072,LIRA  MUNICIPALITY,307,LIRA
307204,RAILWAY,3072,LIRA  MUNICIPALITY,307,LIRA
308101,KATIKEKILE,3081,MATHENIKO,308,MOROTO
308102,NADUNGET,3081,MATHENIKO,308,MOROTO
308103,RUPA,3081,MATHENIKO,308,MOROTO
308104,TAPAC,3081,MATHENIKO,308,MOROTO
308201,NORTHERN,3082,MOROTO MUNICIPALITY,308,MOROTO
308202,SOUTHERN,3082,MOROTO MUNICIPALITY,308,MOROTO
309101,ALIBA,3091,OBONGI,309,MOYO
309102,GIMARA,3091,OBONGI,309,MOYO
309103,ITULA,3091,OBONGI,309,MOYO
309201,DIFULE,3092,WEST MOYO,309,MOYO
309202,LAROPI,3092,WEST MOYO,309,MOYO
309203,LEFORI,3092,WEST MOYO,309,MOYO
309204,METU,3092,WEST MOYO,309,MOYO
309205,MOYO,3092,WEST MOYO,309,MOYO
309206,MOYO T. C.,3092,WEST MOYO,309,MOYO
310101,ALWI,3101,JONAM,310,NEBBI
310102,PAKWACH,3101,JONAM,310,NEBBI
310103,PAKWACH T.C.,3101,JONAM,310,NEBBI
310104,PANYANGO,3101,JONAM,310,NEBBI
310105,PANYIMUR,3101,JONAM,310,NEBBI
310106,WADELAI,3101,JONAM,310,NEBBI
310201,AKWORO,3102,PADYERE,310,NEBBI
310202,ATEGO,3102,PADYERE,310,NEBBI
310203,ERUSSI,3102,PADYERE,310,NEBBI
310204,KUCWINY,3102,PADYERE,310,NEBBI
310205,NDHEW,3102,PADYERE,310,NEBBI
310206,NEBBI,3102,PADYERE,310,NEBBI
310207,NEBBI T. C.,3102,PADYERE,310,NEBBI
310208,NYARAVUR,3102,PADYERE,310,NEBBI
310209,PAROMBO,3102,PADYERE,310,NEBBI
311101,LOREGAE,3111,CHEKWII,311,NAKAPIRIPIRIT
311102,MORUITA,3111,CHEKWII,311,NAKAPIRIPIRIT
311103,NAKAPIRIPIRIT T.C.,3111,CHEKWII,311,NAKAPIRIPIRIT
311104,NAMALU,3111,CHEKWII,311,NAKAPIRIPIRIT
311105,KAKOMONGOLE,3111,CHEKWII,311,NAKAPIRIPIRIT
311201,LOLACHAT,3112,PIAN,311,NAKAPIRIPIRIT
311202,LORENGEDWAT,3112,PIAN,311,NAKAPIRIPIRIT
311203,NABILATUK,3112,PIAN,311,NAKAPIRIPIRIT
312101,ACHOLIBUR,3121,ARUU,312,PADER
312102,ANGAGURA,3121,ARUU,312,PADER
312103,ATANGA,3121,ARUU,312,PADER
312104,AWERE,3121,ARUU,312,PADER
312105,LAGUTI,3121,ARUU,312,PADER
312106,LAPUL,3121,ARUU,312,PADER
312107,LATANYA,3121,ARUU,312,PADER
312108,OGOM,3121,ARUU,312,PADER
312109,PADER,3121,ARUU,312,PADER
312110,PADER T.C.,3121,ARUU,312,PADER
312111,PAJULE,3121,ARUU,312,PADER
312112,PURANGA,3121,ARUU,312,PADER
313101,APO,3131,ARINGA,313,YUMBE
313102,ARIWA,3131,ARINGA,313,YUMBE
313103,DRAJINI,3131,ARINGA,313,YUMBE
313104,KEI,3131,ARINGA,313,YUMBE
313105,KERWA,3131,ARINGA,313,YUMBE
313106,KOCHI,3131,ARINGA,313,YUMBE
313107,KULULU,3131,ARINGA,313,YUMBE
313108,KURU,3131,ARINGA,313,YUMBE
313109,LODONGA,3131,ARINGA,313,YUMBE
313110,MIDIGO,3131,ARINGA,313,YUMBE
313111,ODRAVU,3131,ARINGA,313,YUMBE
313112,ROMOGI,3131,ARINGA,313,YUMBE
313113,YUMBE TC,3131,ARINGA,313,YUMBE
314101,ABIM,3141,LABWOR,314,ABIM
314102,ABIM TC,3141,LABWOR,314,ABIM
314103,ALEREK,3141,LABWOR,314,ABIM
314104,LOTUKEI,3141,LABWOR,314,ABIM
314105,MORULEM,3141,LABWOR,314,ABIM
314106,NYAKWAE,3141,LABWOR,314,ABIM
315101,AGIKDAK,3151,KIOGA,315,AMOLATAR
315102,AGWINGIRI,3151,KIOGA,315,AMOLATAR
315103,AKWON,3151,KIOGA,315,AMOLATAR
315104,AMOLATAR T C,3151,KIOGA,315,AMOLATAR
315105,APUTI,3151,KIOGA,315,AMOLATAR
315106,ARWOTCEK,3151,KIOGA,315,AMOLATAR
315107,AWELO,3151,KIOGA,315,AMOLATAR
315108,ETAM,3151,KIOGA,315,AMOLATAR
315109,MUNTU,3151,KIOGA,315,AMOLATAR
315110,NAMASALE,3151,KIOGA,315,AMOLATAR
315111,NAMASALE  T C,3151,KIOGA,315,AMOLATAR
316101,AMURU,3161,KILAK,316,AMURU
316102,AMURU TC,3161,KILAK,316,AMURU
316103,ATTIAK,3161,KILAK,316,AMURU
316104,LAMOGI,3161,KILAK,316,AMURU
316105,PABO,3161,KILAK,316,AMURU
317101,ADEKNINO,3171,DOKOLO,317,DOKOLO
317102,ADOK,3171,DOKOLO,317,DOKOLO
317103,AGWATA,3171,DOKOLO,317,DOKOLO
317104,AMWOMA,3171,DOKOLO,317,DOKOLO
317105,BATTA,3171,DOKOLO,317,DOKOLO
317106,DOKOLO,3171,DOKOLO,317,DOKOLO
317107,DOKOLO TC,3171,DOKOLO,317,DOKOLO
317108,KANGAI,3171,DOKOLO,317,DOKOLO
317109,KWERA,3171,DOKOLO,317,DOKOLO
317110,OKWALONGWEN,3171,DOKOLO,317,DOKOLO
317111,OKWONGODUL,3171,DOKOLO,317,DOKOLO
318101,KAABONG EAST,3181,DODOTH,318,KAABONG
318102,KAABONG T.C.,3181,DODOTH,318,KAABONG
318103,KAABONG WEST,3181,DODOTH,318,KAABONG
318104,KALAPATA,3181,DODOTH,318,KAABONG
318105,KAMION,3181,DODOTH,318,KAABONG
318106,KAPEDO,3181,DODOTH,318,KAABONG
318107,KATHILE,3181,DODOTH,318,KAABONG
318108,KAWALAKOL,3181,DODOTH,318,KAABONG
318109,LOBALANGIT,3181,DODOTH,318,KAABONG
318110,LODIKO,3181,DODOTH,318,KAABONG
318111,LOLELIA,3181,DODOTH,318,KAABONG
318112,LOYORO,3181,DODOTH,318,KAABONG
318113,NAPORE KARENGA,3181,DODOTH,318,KAABONG
318114,SIDOK,3181,DODOTH,318,KAABONG
319101,ABUKU,3191,KOBOKO,319,KOBOKO
319102,DRANYA,3191,KOBOKO,319,KOBOKO
319103,KOBOKO TC,3191,KOBOKO,319,KOBOKO
319104,KULUBA,3191,KOBOKO,319,KOBOKO
319105,LOBULE,3191,KOBOKO,319,KOBOKO
319106,LUDARA,3191,KOBOKO,319,KOBOKO
319107,MIDIA,3191,KOBOKO,319,KOBOKO
320101,KIJOMORO,3201,MARACHA,320,MARACHA
320102,MARACHA T C,3201,MARACHA,320,MARACHA
320103,NYADRI,3201,MARACHA,320,MARACHA
320104,OLEBA,3201,MARACHA,320,MARACHA
320105,OLUFFE,3201,MARACHA,320,MARACHA
320106,OLUVU,3201,MARACHA,320,MARACHA
320107,TARA,3201,MARACHA,320,MARACHA
320108,YIVU,3201,MARACHA,320,MARACHA
321101,ABER,3211,OYAM,321,OYAM
321102,ABOK,3211,OYAM,321,OYAM
321103,ACABA,3211,OYAM,321,OYAM
321104,ALEKA,3211,OYAM,321,OYAM
321105,ICEME,3211,OYAM,321,OYAM
321106,KAMDINI,3211,OYAM,321,OYAM
321107,LORO,3211,OYAM,321,OYAM
321108,MINAKULU,3211,OYAM,321,OYAM
321109,MYENE,3211,OYAM,321,OYAM
321110,NGAI,3211,OYAM,321,OYAM
321111,OTWAL,3211,OYAM,321,OYAM
321112,TOWN  COUNCIL,3211,OYAM,321,OYAM
322101,ADILANG,3221,AGAGO,322,AGAGO
322102,AGAGO TC,3221,AGAGO,322,AGAGO
322103,ARUM,3221,AGAGO,322,AGAGO
322104,KALONGO TC,3221,AGAGO,322,AGAGO
322105,KOTOMOL,3221,AGAGO,322,AGAGO
322106,LAMIYO,3221,AGAGO,322,AGAGO
322107,LAPONO,3221,AGAGO,322,AGAGO
322108,LIRA PALWO,3221,AGAGO,322,AGAGO
322109,LOKOLE,3221,AGAGO,322,AGAGO
322110,OMIYA PACWA,3221,AGAGO,322,AGAGO
322111,OMOT,3221,AGAGO,322,AGAGO
322112,PAIMOL,3221,AGAGO,322,AGAGO
322113,PARABONGO,3221,AGAGO,322,AGAGO
322114,PATONGO,3221,AGAGO,322,AGAGO
322115,PATONGO TC,3221,AGAGO,322,AGAGO
322116,WOL,3221,AGAGO,322,AGAGO
323101,ABAKO,3231,MOROTO,323,ALEBTONG
323102,ABIA,3231,MOROTO,323,ALEBTONG
323103,AKURA,3231,MOROTO,323,ALEBTONG
323104,ALEBTONG TC,3231,MOROTO,323,ALEBTONG
323105,ALOI,3231,MOROTO,323,ALEBTONG
323106,AMUGU,3231,MOROTO,323,ALEBTONG
323107,APALA,3231,MOROTO,323,ALEBTONG
323108,AWEI,3231,MOROTO,323,ALEBTONG
323109,OMORO,3231,MOROTO,323,ALEBTONG
324101,AMUDAT,3241,POKOT,324,AMUDAT
324102,AMUDAT T. C.,3241,POKOT,324,AMUDAT
324103,KARITA,3241,POKOT,324,AMUDAT
324104,LOROO,3241,POKOT,324,AMUDAT
325101,ABOKE,3251,KOLE,325,KOLE
325102,AKALO,3251,KOLE,325,KOLE
325103,ALITO,3251,KOLE,325,KOLE
325104,AYER,3251,KOLE,325,KOLE
325105,BALA,3251,KOLE,325,KOLE
325106,KOLE TC,3251,KOLE,325,KOLE
325107,OKWERODOT,3251,KOLE,325,KOLE
326101,AGORO,3261,LAMWO,326,LAMWO
326102,LAMWO  T C,3261,LAMWO,326,LAMWO
326103,PALABEK GEM,3261,LAMWO,326,LAMWO
326104,MADI  OPEI,3261,LAMWO,326,LAMWO
326105,PADIBE WEST,3261,LAMWO,326,LAMWO
326106,LOKUNG,3261,LAMWO,326,LAMWO
326107,PADIBE EAST,3261,LAMWO,326,LAMWO
326108,PALABEK KAL,3261,LAMWO,326,LAMWO
326109,PALABEK OGILI,3261,LAMWO,326,LAMWO
326110,PALOGA,3261,LAMWO,326,LAMWO
326111,PADIBE T C,3261,LAMWO,326,LAMWO
327101,IRIIRI,3271,BOKORA,327,NAPAK
327102,LORENGECORA,3271,BOKORA,327,NAPAK
327103,LOTOME,3271,BOKORA,327,NAPAK
327104,MATANY,3271,BOKORA,327,NAPAK
327105,NAPAK T.C.,3271,BOKORA,327,NAPAK
327106,NGOLERIET,3271,BOKORA,327,NAPAK
327107,LOKOPO,3271,BOKORA,327,NAPAK
327108,LOPEEI,3271,BOKORA,327,NAPAK
328101,ALERO,3281,NWOYA,328,NWOYA
328102,ANAKA PAYIRA,3281,NWOYA,328,NWOYA
328103,KOCH-GOMA,3281,NWOYA,328,NWOYA
328104,ANAKA TC,3281,NWOYA,328,NWOYA
328105,PURONGO,3281,NWOYA,328,NWOYA
329101,ADWARI,3291,OTUKE,329,OTUKE
329102,ALANGO,3291,OTUKE,329,OTUKE
329103,OGOR,3291,OTUKE,329,OTUKE
329104,OGWETTE,3291,OTUKE,329,OTUKE
329105,OKWANG,3291,OTUKE,329,OTUKE
329106,OLILIM,3291,OTUKE,329,OTUKE
329107,ORUM,3291,OTUKE,329,OTUKE
329108,OTUKE T.C.,3291,OTUKE,329,OTUKE
330101,ABANGA,3301,OKORO,330,ZOMBO
330102,ATYAK,3301,OKORO,330,ZOMBO
330103,JANGOKORO,3301,OKORO,330,ZOMBO
330104,KANGO,3301,OKORO,330,ZOMBO
330105,NYAPEA,3301,OKORO,330,ZOMBO
330106,PAIDHA,3301,OKORO,330,ZOMBO
330107,PAIDHA TC,3301,OKORO,330,ZOMBO
330108,WARR,3301,OKORO,330,ZOMBO
330109,ZEU,3301,OKORO,330,ZOMBO
330110,ZOMBO TC,3301,OKORO,330,ZOMBO
401101,BUKONZO,4011,BUGHENDERA,401,BUNDIBUGYO
401102,HARUGALE,4011,BUGHENDERA,401,BUNDIBUGYO
401103,NDUGUTU,4011,BUGHENDERA,401,BUNDIBUGYO
