Parish Code,Parish,Sub-County Code,Sub-County,District Code,District
40210302,MAZINGA,402103,NYAKABIRIZI DIVISION,402,BUSHENYI
40210303,RWENJERU,402103,NYAKABIRIZI DIVISION,402,BUSHENYI
40210304,WARD I,402103,NYAKABIRIZI DIVISION,402,BUSHENYI
40220101,BITOOMA,402201,BITOOMA,402,BUSHENYI
40220102,KAKIRA,402201,BITOOMA,402,BUSHENYI
40220103,KASHAMBYA,402201,BITOOMA,402,BUSHENYI
40220104,KIMURI,402201,BITOOMA,402,BUSHENYI
40220105,NGORORA,402201,BITOOMA,402,BUSHENYI
40220106,NYANGA,402201,BITOOMA,402,BUSHENYI
40220201,BUMBAIRE,402202,BUMBAIRE,402,BUSHENYI
40220202,KIBAARE,402202,BUMBAIRE,402,BUSHENYI
40220203,KIYAGA,402202,BUMBAIRE,402,BUSHENYI
40220204,NUMBA,402202,BUMBAIRE,402,BUSHENYI
40220301,IBAARE,402203,IBAARE,402,BUSHENYI
40220302,KAINAMO,402203,IBAARE,402,BUSHENYI
40220303,KYAMUGABO,402203,IBAARE,402,BUSHENYI
40220304,RYEISHE,402203,IBAARE,402,BUSHENYI
40220401,KABAARE,402204,KAKANJU,402,BUSHENYI
40220402,KAKANJU,402204,KAKANJU,402,BUSHENYI
40220403,KATUNGA,402204,KAKANJU,402,BUSHENYI
40220404,KITOJO,402204,KAKANJU,402,BUSHENYI
40220405,RUSHINYA,402204,KAKANJU,402,BUSHENYI
40220501,BIJENGYE,402205,KYABUGIMBI,402,BUSHENYI
40220502,KAJUNJU,402205,KYABUGIMBI,402,BUSHENYI
40220503,KATIKAMWE,402205,KYABUGIMBI,402,BUSHENYI
40220504,KITWE,402205,KYABUGIMBI,402,BUSHENYI
40220505,KYEIGOMBE,402205,KYABUGIMBI,402,BUSHENYI
40220601,BUTARE TOWN BOARD,402206,KYAMUHUNGA,402,BUSHENYI
40220602,KAKONI,402206,KYAMUHUNGA,402,BUSHENYI
40220603,KIBAZI,402206,KYAMUHUNGA,402,BUSHENYI
40220604,KIBINGO,402206,KYAMUHUNGA,402,BUSHENYI
40220605,KYAMAHUNGA,402206,KYAMUHUNGA,402,BUSHENYI
40220606,MASHONGA,402206,KYAMUHUNGA,402,BUSHENYI
40220607,NSHUMI,402206,KYAMUHUNGA,402,BUSHENYI
40220608,SWAZI,402206,KYAMUHUNGA,402,BUSHENYI
40220701,BUYANJA,402207,KYEIZOOBA,402,BUSHENYI
40220702,BWEERA,402207,KYEIZOOBA,402,BUSHENYI
40220703,KARARO,402207,KYEIZOOBA,402,BUSHENYI
40220704,KITAGATA,402207,KYEIZOOBA,402,BUSHENYI
40220705,KITWE,402207,KYEIZOOBA,402,BUSHENYI
40220706,NTUNGAMO,402207,KYEIZOOBA,402,BUSHENYI
40220707,NYAMIYAGA,402207,KYEIZOOBA,402,BUSHENYI
40220708,RUTOOMA,402207,KYEIZOOBA,402,BUSHENYI
40220801,KAHUNGYE,402208,NYABUBARE,402,BUSHENYI
40220802,KIGOMA,402208,NYABUBARE,402,BUSHENYI
40220803,KIZINDA,402208,NYABUBARE,402,BUSHENYI
40220804,NKANGA,402208,NYABUBARE,402,BUSHENYI
40220805,NYABUBARE,402208,NYABUBARE,402,BUSHENYI
40220806,NYARUGOOTE,402208,NYABUBARE,402,BUSHENYI
40220901,BUGAARA,402209,RUHUMURO,402,BUSHENYI
40220902,BURUNGIRA,402209,RUHUMURO,402,BUSHENYI
40220903,NYEIBINGO,402209,RUHUMURO,402,BUSHENYI
40220904,RUHUMURO,402209,RUHUMURO,402,BUSHENYI
40310101,BUTEMA,403101,BUHANIKA,403,HOIMA
40310102,KATEREIGA,403101,BUHANIKA,403,HOIMA
40310103,KIKEREGE,403101,BUHANIKA,403,HOIMA
40310104,KITONYA,403101,BUHANIKA,403,HOIMA
40310105,KITOROGYA,403101,BUHANIKA,403,HOIMA
40310106,KYOHAIRWE,403101,BUHANIKA,403,HOIMA
40310201,KABAALE,403102,BUSERUKA,403,HOIMA
40310202,NYAKABINGO,403102,BUSERUKA,403,HOIMA
40310203,TOONYA,403102,BUSERUKA,403,HOIMA
40310301,BWIKYA,403103,KIGOROBYA,403,HOIMA
40310302,KAPAPI,403103,KIGOROBYA,403,HOIMA
40310303,KIBIRO,403103,KIGOROBYA,403,HOIMA
40310304,KIGANJA,403103,KIGOROBYA,403,HOIMA
40310305,KIJONGO,403103,KIGOROBYA,403,HOIMA
40310306,KISUKUMA,403103,KIGOROBYA,403,HOIMA
40310307,KYABISAGAZI,403103,KIGOROBYA,403,HOIMA
40310401,NORTH EAST,403104,KIGOROBYA TC,403,HOIMA
40310402,NORTHERN,403104,KIGOROBYA TC,403,HOIMA
40310403,SOUTH EAST ,403104,KIGOROBYA TC,403,HOIMA
40310404,SOUTH WEST,403104,KIGOROBYA TC,403,HOIMA
40310501,BIRUNGU,403105,KITOBA,403,HOIMA
40310502,BUDAKA,403105,KITOBA,403,HOIMA
40310503,BULYANGO,403105,KITOBA,403,HOIMA
40310504,KIBANJWA,403105,KITOBA,403,HOIMA
40310505,KIRAGURA,403105,KITOBA,403,HOIMA
40310506,KIRYANGOBE,403105,KITOBA,403,HOIMA
40310601,BULINDI,403106,KYABIGAMBIRE,403,HOIMA
40310602,BURARU,403106,KYABIGAMBIRE,403,HOIMA
40310603,KIBUGUBYA,403106,KYABIGAMBIRE,403,HOIMA
40310604,KISABAGWA,403106,KYABIGAMBIRE,403,HOIMA
40320101,BUGAMBE,403201,BUGAMBE,403,HOIMA
40320102,KATANGA,403201,BUGAMBE,403,HOIMA
40320103,NYARUGABU,403201,BUGAMBE,403,HOIMA
40320104,RUGUSE,403201,BUGAMBE,403,HOIMA
40320201,KINOGOZI,403202,BUHIMBA,403,HOIMA
40320202,KYABATALYA,403202,BUHIMBA,403,HOIMA
40320203,MUSAIJAMUKURU EAST,403202,BUHIMBA,403,HOIMA
40320204,MUSAIJAMUKURU WEST,403202,BUHIMBA,403,HOIMA
40320205,RUHUNGA,403202,BUHIMBA,403,HOIMA
40320301,BUBOGO,403203,KABWOYA,403,HOIMA
40320302,IGWANJURA,403203,KABWOYA,403,HOIMA
40320303,KASEETA,403203,KABWOYA,403,HOIMA
40320304,KIMBUGU,403203,KABWOYA,403,HOIMA
40320305,NKONDO,403203,KABWOYA,403,HOIMA
40320401,BULIMYA,403204,KIZIRANFUMBI,403,HOIMA
40320402,KIDOMA,403204,KIZIRANFUMBI,403,HOIMA
40320403,MUNTEME,403204,KIZIRANFUMBI,403,HOIMA
40320501,BUHUKA,403205,KYANGWALI,403,HOIMA
40320502,BUTOOLE,403205,KYANGWALI,403,HOIMA
40320503,KASONGA,403205,KYANGWALI,403,HOIMA
40320504,KYANGWALI,403205,KYANGWALI,403,HOIMA
40320505,KYANGWALI REFUGEE CAMP,403205,KYANGWALI,403,HOIMA
40330101,BUJUURA,403301,BUJUMBURA,403,HOIMA
40330102,KARONGO,403301,BUJUMBURA,403,HOIMA
40330103,KIHOMBOZA,403301,BUJUMBURA,403,HOIMA
40330104,KYESIIGA,403301,BUJUMBURA,403,HOIMA
40330201,KASINGO ,403302,BUSIISI  ,403,HOIMA
40330202,KIBINGO,403302,BUSIISI  ,403,HOIMA
40330203,KIDUUMA,403302,BUSIISI  ,403,HOIMA
40330204,KIHUKYA ,403302,BUSIISI  ,403,HOIMA
40330301,CENTRAL,403303,KAHOORA,403,HOIMA
40330302,NORTHERN,403303,KAHOORA,403,HOIMA
40330303,SOUTHERN ,403303,KAHOORA,403,HOIMA
40330304,WESTERN ,403303,KAHOORA,403,HOIMA
40330401,BWIKYA,403304,MPARO,403,HOIMA
40330402,KICWAMBA,403304,MPARO,403,HOIMA
40330403,KYENTALE,403304,MPARO,403,HOIMA
40330404,NYAKAMBUGU,403304,MPARO,403,HOIMA
40410101,BUTOBERE,404101,CENTRAL DIVISION,404,KABALE
40410102,CENTRAL WARD,404101,CENTRAL DIVISION,404,KABALE
40410103,NYABIKONI,404101,CENTRAL DIVISION,404,KABALE
40410104,NYAKAHITA,404101,CENTRAL DIVISION,404,KABALE
40410201,KIJUGUTA,404102,NORTHERN DIVISION,404,KABALE
40410202,LOWER BUGONGI,404102,NORTHERN DIVISION,404,KABALE
40410203,RUTOOMA WARD,404102,NORTHERN DIVISION,404,KABALE
40410204,UPPER BUGONGI,404102,NORTHERN DIVISION,404,KABALE
40410301,KARUBANDA,404103,SOUTHERN DIVISION,404,KABALE
40410302,KIRIGIME,404103,SOUTHERN DIVISION,404,KABALE
40410303,MWANJARI,404103,SOUTHERN DIVISION,404,KABALE
40410304,RUSHAKI,404103,SOUTHERN DIVISION,404,KABALE
40420101,BUGARAMA,404201,BUHARA,404,KABALE
40420102,BUHARA,404201,BUHARA,404,KABALE
40420103,KAFUNJO,404201,BUHARA,404,KABALE
40420104,KITANGA,404201,BUHARA,404,KABALE
40420105,MUYEBE,404201,BUHARA,404,KABALE
40420106,NTARABANA,404201,BUHARA,404,KABALE
40420107,RWENE,404201,BUHARA,404,KABALE
40420201,BIGAAGA,404202,BUTANDA,404,KABALE
40420202,BUTANDA,404202,BUTANDA,404,KABALE
40420203,KAHUNGYE,404202,BUTANDA,404,KABALE
40420204,NYAMIRYANGO,404202,BUTANDA,404,KABALE
40420301,BUGARAMA,404203,KAHARO,404,KABALE
40420302,BURAMBIRA,404203,KAHARO,404,KABALE
40420303,KAHARO,404203,KAHARO,404,KABALE
40420304,KATENGA,404203,KAHARO,404,KABALE
40420305,KITOHWA,404203,KAHARO,404,KABALE
40420306,NYAKASHARARA,404203,KAHARO,404,KABALE
40420401,BURANGA,404204,KAMUGANGUZI,404,KABALE
40420402,KASHEREGENYI,404204,KAMUGANGUZI,404,KABALE
40420403,KATENGA,404204,KAMUGANGUZI,404,KABALE
40420404,KICUMBI,404204,KAMUGANGUZI,404,KABALE
40420405,KISAASA,404204,KAMUGANGUZI,404,KABALE
40420406,KYASANO,404204,KAMUGANGUZI,404,KABALE
40420407,MAYENGO,404204,KAMUGANGUZI,404,KABALE
40420501,KACERERE,404205,KATUNA TOWN COUNCUL,404,KABALE
40420502,KINIOGO,404205,KATUNA TOWN COUNCUL,404,KABALE
40420503,KYONYO,404205,KATUNA TOWN COUNCUL,404,KABALE
40420504,MUKARANGYE,404205,KATUNA TOWN COUNCUL,404,KABALE
40420505,NYINAMURONZI,404205,KATUNA TOWN COUNCUL,404,KABALE
40420601,BUKOORA,404206,KITUMBA,404,KABALE
40420602,BUSHURO,404206,KITUMBA,404,KABALE
40420603,BWAMA ISLANDS,404206,KITUMBA,404,KABALE
40420604,KITUMBA,404206,KITUMBA,404,KABALE
40420605,MWENDO,404206,KITUMBA,404,KABALE
40420701,KANJOBE,404207,KYANAMIRA,404,KABALE
40420702,KATOOKYE,404207,KYANAMIRA,404,KABALE
40420703,KIGATA,404207,KYANAMIRA,404,KABALE
40420704,KYANAMIRA,404207,KYANAMIRA,404,KABALE
40420705,MUYUMBU,404207,KYANAMIRA,404,KABALE
40420706,NYABUSHABI,404207,KYANAMIRA,404,KABALE
40420707,NYAKAGYERA,404207,KYANAMIRA,404,KABALE
40420801,BIRAMBO,404208,MAZIBA,404,KABALE
40420802,KAHONDO,404208,MAZIBA,404,KABALE
40420803,KARWERU,404208,MAZIBA,404,KABALE
40420804,KAVU,404208,MAZIBA,404,KABALE
40420805,NYANJA,404208,MAZIBA,404,KABALE
40420806,RUGARAMA,404208,MAZIBA,404,KABALE
40420901,BURAMBA,404209,RUBAYA,404,KABALE
40420902,KARUJANGA,404209,RUBAYA,404,KABALE
40420903,KIBUGA,404209,RUBAYA,404,KABALE
40420904,KITOOMA,404209,RUBAYA,404,KABALE
40420905,MUGANDU,404209,RUBAYA,404,KABALE
40420906,RWANYENA,404209,RUBAYA,404,KABALE
40430101,BUBAARE,404301,BUBAARE,404,KABALE
40430102,BUSHURA,404301,BUBAARE,404,KABALE
40430103,IHANGA,404301,BUBAARE,404,KABALE
40430104,KAGARAMA,404301,BUBAARE,404,KABALE
40430105,KASHENYI,404301,BUBAARE,404,KABALE
40430106,KIBUZIGYE,404301,BUBAARE,404,KABALE
40430107,KITOJO,404301,BUBAARE,404,KABALE
40430108,MUYANJA,404301,BUBAARE,404,KABALE
40430109,NYAMIYAGA,404301,BUBAARE,404,KABALE
40430201,KACEREERE,404302,BUFUNDI,404,KABALE
40430202,KAGUNGA,404302,BUFUNDI,404,KABALE
40430203,KASHASHA,404302,BUFUNDI,404,KABALE
40430204,KISHANJE,404302,BUFUNDI,404,KABALE
40430205,MUGYERA,404302,BUFUNDI,404,KABALE
40430301,IGOMANDA,404303,HAMURWA,404,KABALE
40430302,KAKORE,404303,HAMURWA,404,KABALE
40430303,MPUNGU,404303,HAMURWA,404,KABALE
40430304,RUHONWA,404303,HAMURWA,404,KABALE
40430305,SHEBEYA,404303,HAMURWA,404,KABALE
40430401,HAMURWA,404304,HAMURWA TOWN COUNCIL,404,KABALE
40430402,KANYABITARA WARD,404304,HAMURWA TOWN COUNCIL,404,KABALE
40430403,KARUKARA WARD,404304,HAMURWA TOWN COUNCIL,404,KABALE
40430404,NANGARO,404304,HAMURWA TOWN COUNCIL,404,KABALE
40430501,KASHAASHA,404305,IKUMBA,404,KABALE
40430502,MUSHANJE,404305,IKUMBA,404,KABALE
40430503,NYAKABUNGO,404305,IKUMBA,404,KABALE
40430504,NYAMABALE,404305,IKUMBA,404,KABALE
40430505,NYARUHANGA,404305,IKUMBA,404,KABALE
40430601,BUTARE,404306,MUKO,404,KABALE
40430602,IKAMIRO,404306,MUKO,404,KABALE
40430603,KAARA,404306,MUKO,404,KABALE
40430604,KABERE,404306,MUKO,404,KABALE
40430605,KARENGYERE,404306,MUKO,404,KABALE
40430606,KYENYI,404306,MUKO,404,KABALE
40430607,NYARURAMBI,404306,MUKO,404,KABALE
40430701,BIGUNGIRO,404307,NYAMWERU,404,KABALE
40430702,BWAYU,404307,NYAMWERU,404,KABALE
40430703,KACENAGA,404307,NYAMWERU,404,KABALE
40430704,KYOKYEZO,404307,NYAMWERU,404,KABALE
40430705,NANGARA,404307,NYAMWERU,404,KABALE
40430706,NYAMWERU,404307,NYAMWERU,404,KABALE
40430801,BUHUMURIRO,404308,RUHIJA,404,KABALE
40430802,KASHEKYERA,404308,RUHIJA,404,KABALE
40430803,KITOJO,404308,RUHIJA,404,KABALE
40430804,KIYEBE,404308,RUHIJA,404,KABALE
40430805,NTUNGAMO,404308,RUHIJA,404,KABALE
40440101,KANDAGO,404401,BUKINDA,404,KABALE
40440102,KARORWA,404401,BUKINDA,404,KABALE
40440103,KYERERO,404401,BUKINDA,404,KABALE
40440104,NYAKASIRU,404401,BUKINDA,404,KABALE
40440201,KASHEKYE,404402,KAMWEZI,404,KABALE
40440202,KIBANDA,404402,KAMWEZI,404,KABALE
40440203,KIGARA,404402,KAMWEZI,404,KABALE
40440204,KYABUHANGWA,404402,KAMWEZI,404,KABALE
40440205,KYOGO,404402,KAMWEZI,404,KABALE
40440206,RWENYANGYE,404402,KAMWEZI,404,KABALE
40440301,BUCUNDURA,404403,KASHAMBYA,404,KABALE
40440302,KAFUNJO,404403,KASHAMBYA,404,KABALE
40440303,KITANGA,404403,KASHAMBYA,404,KABALE
40440304,KITUNGA,404403,KASHAMBYA,404,KABALE
40440305,NYAKASHEBEYA,404403,KASHAMBYA,404,KABALE
40440306,RUTENGYE,404403,KASHAMBYA,404,KABALE
40440401,BUTARE WARD,404404,MUHANGA TOWN COUNCIL,404,KABALE
40440402,HIGHLAND WARD,404404,MUHANGA TOWN COUNCIL,404,KABALE
40440403,MUHANGA WARD,404404,MUHANGA TOWN COUNCIL,404,KABALE
40440404,NYAKABUNGO WARD,404404,MUHANGA TOWN COUNCIL,404,KABALE
40440405,RUTARE WARD,404404,MUHANGA TOWN COUNCIL,404,KABALE
40440501,BURIME,404405,RWAMUCUCU,404,KABALE
40440502,IBUMBA,404405,RWAMUCUCU,404,KABALE
40440503,KITOJO,404405,RWAMUCUCU,404,KABALE
40440504,MPARO,404405,RWAMUCUCU,404,KABALE
40440505,NOOZI,404405,RWAMUCUCU,404,KABALE
40440506,NYAKAGABAGABA,404405,RWAMUCUCU,404,KABALE
40440507,NYARURAMBI,404405,RWAMUCUCU,404,KABALE
40510101,KABAHANGO,405101,BUHEESI,405,KABAROLE
40510102,KIBOOTA,405101,BUHEESI,405,KABAROLE
40510103,KIREMEZI,405101,BUHEESI,405,KABAROLE
40510104,KIYOMBYA,405101,BUHEESI,405,KABAROLE
40510105,NYAKATONZI,405101,BUHEESI,405,KABAROLE
40510106,NYAMISEKE,405101,BUHEESI,405,KABAROLE
40510107,PIIDA,405101,BUHEESI,405,KABAROLE
40510108,RWENSENENE,405101,BUHEESI,405,KABAROLE
40510201,BUKARA,405102,KABONERO,405,KABAROLE
40510202,KABONERO,405102,KABONERO,405,KABAROLE
40510203,NYARUGONGO,405102,KABONERO,405,KABAROLE
40510301,BUNAIGA,405103,KATEEBWA,405,KABAROLE
40510302,KATEEBWA,405103,KATEEBWA,405,KABAROLE
40510303,KYAMUKUBE TB,405103,KATEEBWA,405,KABAROLE
40510304,MITANDI,405103,KATEEBWA,405,KABAROLE
40510305,MUTUMBA,405103,KATEEBWA,405,KABAROLE
40510306,NSUURA,405103,KATEEBWA,405,KABAROLE
40510401,KABALE,405104,KIBIITO,405,KABAROLE
40510402,KASUNGANYANJA,405104,KIBIITO,405,KABAROLE
40510403,MUJUNJU,405104,KIBIITO,405,KABAROLE
40510501,CENTRAL WARD,405105,KIBIITO TC,405,KABAROLE
40510502,EAST WARD,405105,KIBIITO TC,405,KABAROLE
40510503,SOUTH EAST WARD,405105,KIBIITO TC,405,KABAROLE
40510504,SOUTH WEST WARD,405105,KIBIITO TC,405,KABAROLE
40510505,WEST WARD,405105,KIBIITO TC,405,KABAROLE
40510601,KICUUCU,405106,KISOMORO,405,KABAROLE
40510602,KISOMORO,405106,KISOMORO,405,KABAROLE
40510603,LYAMABWA,405106,KISOMORO,405,KABAROLE
40510701,CENTRAL WARD,405107,RUBONA TC,405,KABAROLE
40510702,SOUTH WARD,405107,RUBONA TC,405,KABAROLE
40510703,WEST WARD,405107,RUBONA TC,405,KABAROLE
40510801,KADINDIMO,405108,RWIMI,405,KABAROLE
40510802,KAINA,405108,RWIMI,405,KABAROLE
40510803,KAKOGA,405108,RWIMI,405,KABAROLE
40510901,CENTRAL WARD,405109,RWIMI TC,405,KABAROLE
40510902,EAST WARD,405109,RWIMI TC,405,KABAROLE
40510903,NYABWINA WARD,405109,RWIMI TC,405,KABAROLE
40510904,WEST WARD,405109,RWIMI TC,405,KABAROLE
40520101,KARANGO,405201,BUKUUKU,405,KABAROLE
40520102,KIGUMA,405201,BUKUUKU,405,KABAROLE
40520103,NYAKATOJO,405201,BUKUUKU,405,KABAROLE
40520201,BUSORO,405202,BUSORO,405,KABAROLE
40520202,IBAALE,405202,BUSORO,405,KABAROLE
40520203,KASWA,405202,BUSORO,405,KABAROLE
40520204,RWENGAJU,405202,BUSORO,405,KABAROLE
40520301,KABENDE,405203,HAKIBALE,405,KABAROLE
40520302,KAHANGI,405203,HAKIBALE,405,KABAROLE
40520303,KIBASI,405203,HAKIBALE,405,KABAROLE
40520304,KIBURARA,405203,HAKIBALE,405,KABAROLE
40520305,KITUULE,405203,HAKIBALE,405,KABAROLE
40520401,IBONDE,405204,KARAGO TOWN COUNCIL,405,KABAROLE
40520402,KARAGO,405204,KARAGO TOWN COUNCIL,405,KABAROLE
40520403,KITARASA WARD,405204,KARAGO TOWN COUNCIL,405,KABAROLE
40520501,BUTEBE,405205,KARAMBI,405,KABAROLE
40520502,GWERI,405205,KARAMBI,405,KABAROLE
40520503,KARAMBI,405205,KARAMBI,405,KABAROLE
40520504,RUBINGO,405205,KARAMBI,405,KABAROLE
40520601,KAMABALE,405206,KARANGURA,405,KABAROLE
40520602,KIBWA,405206,KARANGURA,405,KABAROLE
40520603,NYAKITOKOLI,405206,KARANGURA,405,KABAROLE
40520701,ISUNGA,405207,KASENDA,405,KABAROLE
40520702,KABATA,405207,KASENDA,405,KABAROLE
40520703,KASENDA,405207,KASENDA,405,KABAROLE
40520704,NYABWEYA,405207,KASENDA,405,KABAROLE
40520705,RWANKENZI,405207,KASENDA,405,KABAROLE
40520801,BWANIKA,405208,KICWAMBA,405,KABAROLE
40520802,KIHONDO,405208,KICWAMBA,405,KABAROLE
40520803,NYANTABOOMA,405208,KICWAMBA,405,KABAROLE
40520901,KASIISI WARD,405209,KIKO TOWN COUNCIL,405,KABAROLE
40520902,KIKO WARD,405209,KIKO TOWN COUNCIL,405,KABAROLE
40520903,KYANYAWARA WARD,405209,KIKO TOWN COUNCIL,405,KABAROLE
40520904,NYABUBARE WARD,405209,KIKO TOWN COUNCIL,405,KABAROLE
40521001,KAHUNA WARD,405210,KYAITAMBA TOWN COUNCIL,405,KABAROLE
40521002,KAISAGARA WARD,405210,KYAITAMBA TOWN COUNCIL,405,KABAROLE
40521003,KIJURA WARD,405210,KYAITAMBA TOWN COUNCIL,405,KABAROLE
40521004,KYEREREZI WARD,405210,KYAITAMBA TOWN COUNCIL,405,KABAROLE
40521101,BURUNGU,405211,MUGUSU,405,KABAROLE
40521102,KIBOHA,405211,MUGUSU,405,KABAROLE
40521103,KIRAARO,405211,MUGUSU,405,KABAROLE
40521104,NYABUSWA,405211,MUGUSU,405,KABAROLE
40521201,KYAMUKOKA,405212,RUTEETE,405,KABAROLE
40521202,RUTOMA,405212,RUTEETE,405,KABAROLE
40521203,RWAIHAMBA,405212,RUTEETE,405,KABAROLE
40530101,BUKWALI,405301,EASTERN DIVISION,405,KABAROLE
40530102,KITUMBA,405301,EASTERN DIVISION,405,KABAROLE
40530103,NJARA,405301,EASTERN DIVISION,405,KABAROLE
40530104,NYAKAGONGO,405301,EASTERN DIVISION,405,KABAROLE
40530201,BAZAAR,405302,SOUTHERN DIVISION,405,KABAROLE
40530202,KASUSU,405302,SOUTHERN DIVISION,405,KABAROLE
40530203,KIJANJU,405302,SOUTHERN DIVISION,405,KABAROLE
40530301,KAGOTE,405303,WESTERN  DIVISION,405,KABAROLE
40530302,KIBIMBA,405303,WESTERN  DIVISION,405,KABAROLE
40530303,NYABUKARA,405303,WESTERN  DIVISION,405,KABAROLE
40530304,RWENGOMA,405303,WESTERN  DIVISION,405,KABAROLE
40610101,BUNYISWA,406101,BWERA,406,KASESE
40610102,KISAKA,406101,BWERA,406,KASESE
40610103,KYOGHA,406101,BWERA,406,KASESE
40610104,RWENGUBA,406101,BWERA,406,KASESE
40610201,BUBOTYO,406102,IHANDIRO,406,KASESE
40610202,BUHATIRO,406102,IHANDIRO,406,KASESE
40610203,IHANGO,406102,IHANDIRO,406,KASESE
40610204,KAMATSUKU,406102,IHANDIRO,406,KASESE
40610205,KIBIRIGHA,406102,IHANDIRO,406,KASESE
40610206,KIHOKO,406102,IHANDIRO,406,KASESE
40610207,KIKYO,406102,IHANDIRO,406,KASESE
40610301,HARUKUNGU,406103,ISANGO,406,KASESE
40610302,KABAFU,406103,ISANGO,406,KASESE
40610303,KAMUKUMBI,406103,ISANGO,406,KASESE
40610304,KAYEMBE,406103,ISANGO,406,KASESE
40610305,KYEMPARA,406103,ISANGO,406,KASESE
40610401,BIKUNYA,406104,KARAMBI,406,KASESE
40610402,BUHUNA,406104,KARAMBI,406,KASESE
40610403,KAMASASA,406104,KARAMBI,406,KASESE
40610404,KARAMBI,406104,KARAMBI,406,KASESE
40610405,KISOLHOLHO,406104,KARAMBI,406,KASESE
40610406,KITUTI,406104,KARAMBI,406,KASESE
40610501,KAGANDO,406105,KISINGA,406,KASESE
40610502,KAJWENGE,406105,KISINGA,406,KASESE
40610503,NSENYI,406105,KISINGA,406,KASESE
40610504,NYABIRONGO,406105,KISINGA,406,KASESE
40610505,RWENGUHYO,406105,KISINGA,406,KASESE
40610601,KANYATSI,406106,KITHOLHU,406,KASESE
40610602,KIRARO,406106,KITHOLHU,406,KASESE
40610603,KITHOBIRA,406106,KITHOLHU,406,KASESE
40610604,KITHOLU,406106,KITHOLHU,406,KASESE
40610605,KYABIKERE,406106,KITHOLHU,406,KASESE
40610701,KABIRIZI,406107,KYARUMBA,406,KASESE
40610702,KAGHEMA,406107,KYARUMBA,406,KASESE
40610703,KALONGE,406107,KYARUMBA,406,KASESE
40610704,KIHUNGU,406107,KYARUMBA,406,KASESE
40610705,KITABO,406107,KYARUMBA,406,KASESE
40610801,BUYAGHA,406108,KYONDO,406,KASESE
40610802,IBIMBO,406108,KYONDO,406,KASESE
40610803,KANYATSI,406108,KYONDO,406,KASESE
40610804,KASOKERO,406108,KYONDO,406,KASESE
40610901,KYABWENGE,406109,MAHANGO,406,KASESE
40610902,LHUHIRI,406109,MAHANGO,406,KASESE
40610903,MAHANGO,406109,MAHANGO,406,KASESE
40610904,NYAMISULE,406109,MAHANGO,406,KASESE
40611001,BWERA WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611002,KABUYIRI WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611003,KAMBUKAMABWE WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611004,KYAMBOGHO WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611005,MPONDWE WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611006,NYABUGANDO WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611007,NYAKAHYA WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611008,NYAMAMBUKA WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611009,RUSESE WARD,406110,MPONDWE/LHUBIRIHA TOWN COUNCIL,406,KASESE
40611101,KABINGO,406111,MUKUNYU,406,KASESE
40611102,KATSUNGIRO,406111,MUKUNYU,406,KASESE
40611103,KINYAMASEKE,406111,MUKUNYU,406,KASESE
40611104,KITSUTSU,406111,MUKUNYU,406,KASESE
40611105,NYAKATONZI,406111,MUKUNYU,406,KASESE
40611201,KAMURULI,406112,NYAKATONNZI,406,KASESE
40611202,KISASA,406112,NYAKATONNZI,406,KASESE
40611203,MURUTI,406112,NYAKATONNZI,406,KASESE
40611204,NYAMUGASANI,406112,NYAKATONNZI,406,KASESE
40611301,BUKANGARA,406113,NYAKIYUMBU,406,KASESE
40611302,KAGHORWE,406113,NYAKIYUMBU,406,KASESE
40611303,KATHOLU,406113,NYAKIYUMBU,406,KASESE
40611304,KAYANZI,406113,NYAKIYUMBU,406,KASESE
40611305,LYAKIREMA,406113,NYAKIYUMBU,406,KASESE
40611306,MUHINDI,406113,NYAKIYUMBU,406,KASESE
40611307,NYAKIYUMBU,406113,NYAKIYUMBU,406,KASESE
40620101,BUGOYE,406201,BUGOYE,406,KASESE
40620102,IBANDA,406201,BUGOYE,406,KASESE
40620103,KATOOKE,406201,BUGOYE,406,KASESE
40620104,KIBIRIZI,406201,BUGOYE,406,KASESE
40620105,MUHAMBO,406201,BUGOYE,406,KASESE
40620106,MURAMBA,406201,BUGOYE,406,KASESE
40620201,BUGHENDERO,406202,BUHUHIRA,406,KASESE
40620202,BUHUHIRA,406202,BUHUHIRA,406,KASESE
40620203,KASAMBYA,406202,BUHUHIRA,406,KASESE
40620204,KITHOMA,406202,BUHUHIRA,406,KASESE
40620205,MUHUMUZA,406202,BUHUHIRA,406,KASESE
40620301,BUNYAMURWA,406203,BWESUMBU,406,KASESE
40620302,BWESUMBU,406203,BWESUMBU,406,KASESE
40620303,KASANGARI,406203,BWESUMBU,406,KASESE
40620304,KASWA,406203,BWESUMBU,406,KASESE
