Parish Code,Parish,Sub-County Code,Sub-County,District Code,District
11330704,NABWERU SOUTH WARD,113307,NANSANA TOWN COUNCIL,113,WAKISO
11330705,NANSANA EAST WARD,113307,NANSANA TOWN COUNCIL,113,WAKISO
11330706,NANSANA WEST WARD,113307,NANSANA TOWN COUNCIL,113,WAKISO
11410101,KABATEMA,114101,KALIIRO,114,LYANTONDE
11410102,KALIIRO,114101,KALIIRO,114,LYANTONDE
11410103,KASAMBYA,114101,KALIIRO,114,LYANTONDE
11410104,KIYINDA,114101,KALIIRO,114,LYANTONDE
11410105,KYAKUTEREKERA,114101,KALIIRO,114,LYANTONDE
11410201,BUYANJA,114102,KASAGAMA,114,LYANTONDE
11410202,KAGARA,114102,KASAGAMA,114,LYANTONDE
11410203,KATEBE,114102,KASAGAMA,114,LYANTONDE
11410204,KISALUWOKO,114102,KASAGAMA,114,LYANTONDE
11410205,NAMUTAMBA,114102,KASAGAMA,114,LYANTONDE
11410301,BWAMIRAMIRA,114103,KINUUKA,114,LYANTONDE
11410302,NAKASOZI,114103,KINUUKA,114,LYANTONDE
11410303,WABUSANA,114103,KINUUKA,114,LYANTONDE
11410401,BIWOLOBO,114104,LYANTONDE,114,LYANTONDE
11410402,KALAGALA,114104,LYANTONDE,114,LYANTONDE
11410403,KATOVU,114104,LYANTONDE,114,LYANTONDE
11410404,KIROWOZA,114104,LYANTONDE,114,LYANTONDE
11410405,KYEWANULA,114104,LYANTONDE,114,LYANTONDE
11410501,KALIIRO WARD,114105,LYANTONDE TC,114,LYANTONDE
11410502,KOOKI WARD,114105,LYANTONDE TC,114,LYANTONDE
11410601,BUYAGA,114106,MPUMUDDE,114,LYANTONDE
11410602,KICWAMBA,114106,MPUMUDDE,114,LYANTONDE
11410603,KYEMAMBA,114106,MPUMUDDE,114,LYANTONDE
11410604,LYAKAJULA,114106,MPUMUDDE,114,LYANTONDE
11410605,MPUMUDDE,114106,MPUMUDDE,114,LYANTONDE
11410606,NSIIKA,114106,MPUMUDDE,114,LYANTONDE
11410607,RWAMABARA,114106,MPUMUDDE,114,LYANTONDE
11410608,RWEERA,114106,MPUMUDDE,114,LYANTONDE
11510101,BANDA,115101,BANDA,115,MITYANA
11510102,BUZIBAZZI,115101,BANDA,115,MITYANA
11510103,KANYALE,115101,BANDA,115,MITYANA
11510104,KAYANGA,115101,BANDA,115,MITYANA
11510105,MPONGO,115101,BANDA,115,MITYANA
11510201,BULUMA,115102,BUTAYUNJA,115,MITYANA
11510202,KITEBERE,115102,BUTAYUNJA,115,MITYANA
11510203,KITONGO,115102,BUTAYUNJA,115,MITYANA
11510204,NAKAZIBA,115102,BUTAYUNJA,115,MITYANA
11510205,NGANDWE,115102,BUTAYUNJA,115,MITYANA
11510301,KAKINDU TOWN BOARD,115103,KAKINDU,115,MITYANA
11510302,MWERA,115103,KAKINDU,115,MITYANA
11510303,NGUGULO,115103,KAKINDU,115,MITYANA
11510304,NSAMBYA,115103,KAKINDU,115,MITYANA
11510305,VVUMBE,115103,KAKINDU,115,MITYANA
11510401,KASOTA,115104,MAANYI,115,MITYANA
11510402,KIMULI,115104,MAANYI,115,MITYANA
11510403,KIVUUVU,115104,MAANYI,115,MITYANA
11510404,MISIGI,115104,MAANYI,115,MITYANA
11510405,NAMUTUNKU,115104,MAANYI,115,MITYANA
11510406,NFUMBYE,115104,MAANYI,115,MITYANA
11510407,SERINYA,115104,MAANYI,115,MITYANA
11510501,KANYANYA,115105,MALANGALA,115,MITYANA
11510502,KIWAWU,115105,MALANGALA,115,MITYANA
11510503,MAGONGA,115105,MALANGALA,115,MITYANA
11510504,NABATTU,115105,MALANGALA,115,MITYANA
11510505,ZIGOTI,115105,MALANGALA,115,MITYANA
11520101,BAKIJJULULA.,115201,BULERA,115,MITYANA
11520102,BULAMU.,115201,BULERA,115,MITYANA
11520103,BULERA.,115201,BULERA,115,MITYANA
11520104,KIBAALE.,115201,BULERA,115,MITYANA
11520105,KIBOGO.,115201,BULERA,115,MITYANA
11520106,KITEMU.,115201,BULERA,115,MITYANA
11520107,LUSANJA.,115201,BULERA,115,MITYANA
11520108,MISEEBE.,115201,BULERA,115,MITYANA
11520109,NABUMBUGU.,115201,BULERA,115,MITYANA
11520110,NALYANKANJA.,115201,BULERA,115,MITYANA
11520111,NAMUTAMBA.,115201,BULERA,115,MITYANA
11520112,NAMUTIDDE.,115201,BULERA,115,MITYANA
11520201,BUSUUBIZI,115202,BUSIMBI,115,MITYANA
11520202,KABULE,115202,BUSIMBI,115,MITYANA
11520203,KABUWAMBO,115202,BUSIMBI,115,MITYANA
11520204,KATAKALA,115202,BUSIMBI,115,MITYANA
11520205,KIREKU,115202,BUSIMBI,115,MITYANA
11520206,NAAMA,115202,BUSIMBI,115,MITYANA
11520207,NAKASEETA,115202,BUSIMBI,115,MITYANA
11520208,NAKIBANGA,115202,BUSIMBI,115,MITYANA
11520209,TTAMU,115202,BUSIMBI,115,MITYANA
11520210,TTANDA,115202,BUSIMBI,115,MITYANA
11520301,BUJAAYU,115203,KALANGALO,115,MITYANA
11520302,BUSEMBI,115203,KALANGALO,115,MITYANA
11520303,KALAMA,115203,KALANGALO,115,MITYANA
11520304,KALANGALO,115203,KALANGALO,115,MITYANA
11520305,KIKUBE,115203,KALANGALO,115,MITYANA
11520306,KIKUUTA,115203,KALANGALO,115,MITYANA
11520307,KIRYOKA,115203,KALANGALO,115,MITYANA
11520308,KITEREDDE,115203,KALANGALO,115,MITYANA
11520309,KIYOGANYI,115203,KALANGALO,115,MITYANA
11520310,KYAMUSISISI,115203,KALANGALO,115,MITYANA
11520311,MUTETEMA,115203,KALANGALO,115,MITYANA
11520401,BAMBULA,115204,KIKANDWA,115,MITYANA
11520402,KIKANDWA,115204,KIKANDWA,115,MITYANA
11520403,KIKUNYU,115204,KIKANDWA,115,MITYANA
11520404,LUWUNGA,115204,KIKANDWA,115,MITYANA
11520405,NAKWAYA,115204,KIKANDWA,115,MITYANA
11520406,NAMIGAVU,115204,KIKANDWA,115,MITYANA
11520407,NAMWENE,115204,KIKANDWA,115,MITYANA
11520408,WATTUBA,115204,KIKANDWA,115,MITYANA
11520501,CENTRAL WARD,115205,MITYANA TOWN COUNCIL,115,MITYANA
11520502,EAST WARD,115205,MITYANA TOWN COUNCIL,115,MITYANA
11520503,NORTH WARD,115205,MITYANA TOWN COUNCIL,115,MITYANA
11520504,SOUTH WARD,115205,MITYANA TOWN COUNCIL,115,MITYANA
11520505,WEST WARD,115205,MITYANA TOWN COUNCIL,115,MITYANA
11520601,KASANGULA,115206,NAMUNGO,115,MITYANA
11520602,KISAANA,115206,NAMUNGO,115,MITYANA
11520603,KITEETE,115206,NAMUNGO,115,MITYANA
11520604,MPIRIGWA,115206,NAMUNGO,115,MITYANA
11520605,MUGULU,115206,NAMUNGO,115,MITYANA
11520606,NAMUNGO,115206,NAMUNGO,115,MITYANA
11520701,BUKOOBA,115207,SSEKANYONYI,115,MITYANA
11520702,BULYANKUYEGE,115207,SSEKANYONYI,115,MITYANA
11520703,BUSUNJU WARD,115207,SSEKANYONYI,115,MITYANA
11520704,KABBEGA,115207,SSEKANYONYI,115,MITYANA
11520705,KAGEREKAMU,115207,SSEKANYONYI,115,MITYANA
11520706,KASIIKOMBE,115207,SSEKANYONYI,115,MITYANA
11520707,KIDUUZI WARD,115207,SSEKANYONYI,115,MITYANA
11520708,KYETUME,115207,SSEKANYONYI,115,MITYANA
11520709,MAGALA,115207,SSEKANYONYI,115,MITYANA
11520710,SEKANYONYI,115207,SSEKANYONYI,115,MITYANA
11610101,BUKOBA,116101,BUTALANGU TC,116,NAKASEKE
11610102,BUTALANGU,116101,BUTALANGU TC,116,NAKASEKE
11610103,BWETAGIRO,116101,BUTALANGU TC,116,NAKASEKE
11610104,KYANYA,116101,BUTALANGU TC,116,NAKASEKE
11610201,KALAGALA,116102,KAPEEKA,116,NAKASEKE
11610202,KAPEEKA,116102,KAPEEKA,116,NAKASEKE
11610203,KISIMULA,116102,KAPEEKA,116,NAKASEKE
11610204,NALUVULE,116102,KAPEEKA,116,NAKASEKE
11610205,NAMUSAALE,116102,KAPEEKA,116,NAKASEKE
11610301,BUKUUKU,116103,KASANGOMBE,116,NAKASEKE
11610302,BULYAKE,116103,KASANGOMBE,116,NAKASEKE
11610303,MPWEDDE,116103,KASANGOMBE,116,NAKASEKE
11610304,NAKASEETA,116103,KASANGOMBE,116,NAKASEKE
11610305,SAKABUSOLO,116103,KASANGOMBE,116,NAKASEKE
11610401,KAMULI,116104,KIKAMULO,116,NAKASEKE
11610402,KAPEKE,116104,KIKAMULO,116,NAKASEKE
11610403,KIBOSE,116104,KIKAMULO,116,NAKASEKE
11610404,LUTEETE,116104,KIKAMULO,116,NAKASEKE
11610405,MAGOMA,116104,KIKAMULO,116,NAKASEKE
11610406,WAKAYAMBA,116104,KIKAMULO,116,NAKASEKE
11610407,NONGO,116104,KIKAMULO,116,NAKASEKE
11610501,BULYAMUSENYU,116105,KINONI,116,NAKASEKE
11610502,BIDDUKU,116105,KINONI,116,NAKASEKE
11610503,KYESHANDE,116105,KINONI,116,NAKASEKE
11610601,BUWANA,116106,KINYOGOGA,116,NAKASEKE
11610602,KINYOGOGA,116106,KINYOGOGA,116,NAKASEKE
11610603,RUKONO,116106,KINYOGOGA,116,NAKASEKE
11610604,RWOOMA,116106,KINYOGOGA,116,NAKASEKE
11610701,BUGAMBAKIMU,116107,KITO,116,NAKASEKE
11610702,KASIISO,116107,KITO,116,NAKASEKE
11610703,KITO,116107,KITO,116,NAKASEKE
11610704,KIVUMU,116107,KITO,116,NAKASEKE
11610801,KIWOKO CENTRAL ,116108,KIWOKO TC,116,NAKASEKE
11610802,KIWOKO  EAST,116108,KIWOKO TC,116,NAKASEKE
11610803,KIWOKO SOUTH,116108,KIWOKO TC,116,NAKASEKE
11610804,KIWOKO WEST,116108,KIWOKO TC,116,NAKASEKE
11610901,BULWADDA,116109,NAKASEKE,116,NAKASEKE
11610902,KASAGGA,116109,NAKASEKE,116,NAKASEKE
11610903,KASAMBYA,116109,NAKASEKE,116,NAKASEKE
11610904,KIGEGGE,116109,NAKASEKE,116,NAKASEKE
11610905,KYAMUTAKASA,116109,NAKASEKE,116,NAKASEKE
11610906,MIFUNYA,116109,NAKASEKE,116,NAKASEKE
11611001,CENTRAL,116110,NAKASEKE TC,116,NAKASEKE
11611002,EAST ,116110,NAKASEKE TC,116,NAKASEKE
11611003,NAMIRALI,116110,NAKASEKE TC,116,NAKASEKE
11611004,NORTH,116110,NAKASEKE TC,116,NAKASEKE
11611101,KATUUGO,116111,NGOMA,116,NAKASEKE
11611102,KIGWERI,116111,NGOMA,116,NAKASEKE
11611103,KITEYOMGERA,116111,NGOMA,116,NAKASEKE
11611104,KYALUSEBEKA,116111,NGOMA,116,NAKASEKE
11611105,NGOMA,116111,NGOMA,116,NAKASEKE
11611201,NGOMA CENTRAL,116112,NGOMA TC,116,NAKASEKE
11611202,NGOMA EAST,116112,NGOMA TC,116,NAKASEKE
11611203,NGOMA NORTH,116112,NGOMA TC,116,NAKASEKE
11611204,NGOMA WEST,116112,NGOMA TC,116,NAKASEKE
11611301,KIKANDWA,116113,SEMUTO,116,NAKASEKE
11611302,KIKYUSA,116113,SEMUTO,116,NAKASEKE
11611303,KIREMA,116113,SEMUTO,116,NAKASEKE
11611304,KISEGA,116113,SEMUTO,116,NAKASEKE
11611305,MIGINGYE,116113,SEMUTO,116,NAKASEKE
11611306,SSEGALYE,116113,SEMUTO,116,NAKASEKE
11611401,HEALTH CENTRE,116114,SEMUTO TC,116,NAKASEKE
11611402,KATALE ,116114,SEMUTO TC,116,NAKASEKE
11611403,LULE,116114,SEMUTO TC,116,NAKASEKE
11611404,POSTA,116114,SEMUTO TC,116,NAKASEKE
11611405,TRANSFORMER,116114,SEMUTO TC,116,NAKASEKE
11611501,KALAGALA,116115,WAKYATO,116,NAKASEKE
11611502,KIRINDA,116115,WAKYATO,116,NAKASEKE
11611503,KISOGA,116115,WAKYATO,116,NAKASEKE
11611504,MIJJUMWA,116115,WAKYATO,116,NAKASEKE
11611505,NAKONGE,116115,WAKYATO,116,NAKASEKE
11710101,KITAZI,117101,BUIKWE,117,BUIKWE
11710102,MALONGWE,117101,BUIKWE,117,BUIKWE
11710103,SSUGU,117101,BUIKWE,117,BUIKWE
11710201,BUIKWE A,117102,BUIKWE TC,117,BUIKWE
11710202,BUIKWE B,117102,BUIKWE TC,117,BUIKWE
11710203,BUIKWE C,117102,BUIKWE TC,117,BUIKWE
11710204,LWERU A,117102,BUIKWE TC,117,BUIKWE
11710205,LWERU B,117102,BUIKWE TC,117,BUIKWE
11710206,LWERU C,117102,BUIKWE TC,117,BUIKWE
11710301,BIBBO,117103,KAWOLO,117,BUIKWE
11710302,BULYANTETE,117103,KAWOLO,117,BUIKWE
11710303,BUSABAGA,117103,KAWOLO,117,BUIKWE
11710304,BUTININDI,117103,KAWOLO,117,BUIKWE
11710305,KIGENDA,117103,KAWOLO,117,BUIKWE
11710306,KITEZA,117103,KAWOLO,117,BUIKWE
11710307,LUWAYO,117103,KAWOLO,117,BUIKWE
11710308,SAGAZI,117103,KAWOLO,117,BUIKWE
11710401,KABOWA,117104,LUGAZI TC,117,BUIKWE
11710402,KAWOTTO ,117104,LUGAZI TC,117,BUIKWE
11710403,KIKAWULA,117104,LUGAZI TC,117,BUIKWE
11710404,NAKAZADDE,117104,LUGAZI TC,117,BUIKWE
11710405,NAMENGO,117104,LUGAZI TC,117,BUIKWE
11710501,GULAMA,117105,NAJJA,117,BUIKWE
11710502,BUSAGAZI,117105,NAJJA,117,BUIKWE
11710503,KISIMBA,117105,NAJJA,117,BUIKWE
11710504,KIYINDI,117105,NAJJA,117,BUIKWE
11710505,MAWOTTO,117105,NAJJA,117,BUIKWE
11710506,NAMATOVU,117105,NAJJA,117,BUIKWE
11710507,TUKULU,117105,NAJJA,117,BUIKWE
11710601,BUVUNYA,117106,NAJJEMBE,117,BUIKWE
11710602,BUWOOLA,117106,NAJJEMBE,117,BUIKWE
11710603,KABANGA,117106,NAJJEMBE,117,BUIKWE
11710604,KINONI,117106,NAJJEMBE,117,BUIKWE
11710605,KITIGOMA,117106,NAJJEMBE,117,BUIKWE
11710606,KIZIGO,117106,NAJJEMBE,117,BUIKWE
11710607,NSAKYA,117106,NAJJEMBE,117,BUIKWE
11710701,DDUNGI,117107,NGOGWE,117,BUIKWE
11710702,KIKWAYI,117107,NGOGWE,117,BUIKWE
11710703,KIRINGO,117107,NGOGWE,117,BUIKWE
11710704,LUBONGO,117107,NGOGWE,117,BUIKWE
11710705,NAMULESA,117107,NGOGWE,117,BUIKWE
11710706,NDOLWA,117107,NGOGWE,117,BUIKWE
11710801,NJERU EAST,117108,NJERU TC,117,BUIKWE
11710802,NJERU NORTH,117108,NJERU TC,117,BUIKWE
11710803,NJERU SOUTH,117108,NJERU TC,117,BUIKWE
11710804,NJERU WEST,117108,NJERU TC,117,BUIKWE
11710901,BUKASA,117109,NKOKONJERU TC,117,BUIKWE
11710902,MULAJJE,117109,NKOKONJERU TC,117,BUIKWE
11710903,NKOKONJERU,117109,NKOKONJERU TC,117,BUIKWE
11711001,BUZIIKA B,117110,NYENGA,117,BUIKWE
11711002,KABIZZI,117110,NYENGA,117,BUIKWE
11711003,NAMABU,117110,NYENGA,117,BUIKWE
11711004,NYENGA,117110,NYENGA,117,BUIKWE
11711005,SSUNGA,117110,NYENGA,117,BUIKWE
11711006,TONGOLO,117110,NYENGA,117,BUIKWE
11711101,BBINGA,117111,SSI-BUKUNJA,117,BUIKWE
11711102,KIMERA,117111,SSI-BUKUNJA,117,BUIKWE
11711103,KOBBA,117111,SSI-BUKUNJA,117,BUIKWE
11711104,LUGALA,117111,SSI-BUKUNJA,117,BUIKWE
11711105,LUGOBA,117111,SSI-BUKUNJA,117,BUIKWE
11711106,MUVO,117111,SSI-BUKUNJA,117,BUIKWE
11711107,NAMUKUMA,117111,SSI-BUKUNJA,117,BUIKWE
11711108,ZZITWE,117111,SSI-BUKUNJA,117,BUIKWE
11711201,KALAGALA,117112,WAKISI,117,BUIKWE
11711202,KONKO,117112,WAKISI,117,BUIKWE
11711203,MALINDI,117112,WAKISI,117,BUIKWE
11711204,NAKALANGA,117112,WAKISI,117,BUIKWE
11711205,NAMINYA,117112,WAKISI,117,BUIKWE
11711206,WAKISI,117112,WAKISI,117,BUIKWE
11810101,BUKANGO,118101,BIGASA,118,BUKOMANSIMBI
11810102,BUTALAGA,118101,BIGASA,118,BUKOMANSIMBI
11810103,KIGANGAZZI,118101,BIGASA,118,BUKOMANSIMBI
11810104,MBIRIIZI,118101,BIGASA,118,BUKOMANSIMBI
11810201,CENTRAL,118102,BUKOMANSIMBI  TC,118,BUKOMANSIMBI
11810202,KIGUNGUMIKA,118102,BUKOMANSIMBI  TC,118,BUKOMANSIMBI
11810203,KIREMBEKO,118102,BUKOMANSIMBI  TC,118,BUKOMANSIMBI
11810204,KISAGAZI,118102,BUKOMANSIMBI  TC,118,BUKOMANSIMBI
11810205,KYANGO,118102,BUKOMANSIMBI  TC,118,BUKOMANSIMBI
11810301,BUTENGA TB,118103,BUTENGA,118,BUKOMANSIMBI
11810302,KABIGI,118103,BUTENGA,118,BUKOMANSIMBI
11810303,KASSEBWERA,118103,BUTENGA,118,BUKOMANSIMBI
11810304,KAWOKO,118103,BUTENGA,118,BUKOMANSIMBI
11810305,KISIITA,118103,BUTENGA,118,BUKOMANSIMBI
11810306,KYANKOOLE,118103,BUTENGA,118,BUKOMANSIMBI
11810401,BUTAYUNJA,118104,KIBINGE,118,BUKOMANSIMBI
11810402,KIRYASAAKA,118104,KIBINGE,118,BUKOMANSIMBI
11810403,KISOJJO,118104,KIBINGE,118,BUKOMANSIMBI
11810404,MALEKU,118104,KIBINGE,118,BUKOMANSIMBI
11810405,MIRAMBI,118104,KIBINGE,118,BUKOMANSIMBI
11810501,GAYAAZA,118105,KITANDA,118,BUKOMANSIMBI
11810502,LUWOKO,118105,KITANDA,118,BUKOMANSIMBI
11810503,MAKUKUULU,118105,KITANDA,118,BUKOMANSIMBI
11810504,MITIGYEERA,118105,KITANDA,118,BUKOMANSIMBI
11810505,NDEEBA,118105,KITANDA,118,BUKOMANSIMBI
11910101,BUDDE,119101,BUDDE,119,BUTAMBALA
11910102,GWATIRO,119101,BUDDE,119,BUTAMBALA
11910103,KIBUGGA,119101,BUDDE,119,BUTAMBALA
11910104,LUGALA,119101,BUDDE,119,BUTAMBALA
11910201,BULE,119102,BULO,119,BUTAMBALA
11910202,BULO,119102,BULO,119,BUTAMBALA
11910203,BUTAWUKA,119102,BULO,119,BUTAMBALA
11910204,KYERIMA,119102,BULO,119,BUTAMBALA
11910205,NAKATOOKE,119102,BULO,119,BUTAMBALA
11910301,GOMBE WARD,119103,GOMBE TOWN COUNCIL,119,BUTAMBALA
11910302,KAYENJE WARD,119103,GOMBE TOWN COUNCIL,119,BUTAMBALA
11910303,NTOLOMWE WARD,119103,GOMBE TOWN COUNCIL,119,BUTAMBALA
11910401,KABASANDA,119104,KALAMBA,119,BUTAMBALA
11910402,KIROKOLA,119104,KALAMBA,119,BUTAMBALA
11910403,KITIMBA,119104,KALAMBA,119,BUTAMBALA
11910404,NSOZI BBIRI,119104,KALAMBA,119,BUTAMBALA
11910405,SSETA BWEYA,119104,KALAMBA,119,BUTAMBALA
11910501,KATABIRA,119105,KIBIBI,119,BUTAMBALA
11910502,KIBIBI,119105,KIBIBI,119,BUTAMBALA
11910503,MABANDA,119105,KIBIBI,119,BUTAMBALA
11910504,MITWEETWE,119105,KIBIBI,119,BUTAMBALA
11910601,BUKESA,119106,NGANDO,119,BUTAMBALA
11910602,BUTENDE,119106,NGANDO,119,BUTAMBALA
11910603,KASOZI,119106,NGANDO,119,BUTAMBALA
11910604,LUGALI,119106,NGANDO,119,BUTAMBALA
12010101,BUWAGA,120101,BUGAYA,120,BUVUMA
12010102,BUYE,120101,BUGAYA,120,BUVUMA
12010103,NDWASI,120101,BUGAYA,120,BUVUMA
12010104,ZZINGA,120101,BUGAYA,120,BUVUMA
12010201,BUSAMUZI,120102,BUSAMUZI,120,BUVUMA
12010202,KIRONGO,120102,BUSAMUZI,120,BUVUMA
12010203,LUNYANJA,120102,BUSAMUZI,120,BUVUMA
12010204,MAWANGA,120102,BUSAMUZI,120,BUVUMA
12010301,BUWANGA CENTRAL,120103,BUVUMA TC,120,BUVUMA
12010302,BUWANGA ,120103,BUVUMA TC,120,BUVUMA
12010303,MAZINGA ,120103,BUVUMA TC,120,BUVUMA
12010304,TOME ,120103,BUVUMA TC,120,BUVUMA
12010305,WALWANDA ,120103,BUVUMA TC,120,BUVUMA
12010401,BUKINALWA,120104,BUWOOYA,120,BUVUMA
12010402,BUWANZI,120104,BUWOOYA,120,BUVUMA
12010403,BUWOOYA,120104,BUWOOYA,120,BUVUMA
12010404,LINGIRA,120104,BUWOOYA,120,BUVUMA
12010501,BUZIRI,120105,BWEEMA,120,BUVUMA
12010502,BWEEMA,120105,BWEEMA,120,BUVUMA
12010503,MALIJJA,120105,BWEEMA,120,BUVUMA
12010504,MPATTA,120105,BWEEMA,120,BUVUMA
12010601,KIREWE,120106,LUBYA,120,BUVUMA
12010602,LABOLO,120106,LUBYA,120,BUVUMA
12010603,LUBYA,120106,LUBYA,120,BUVUMA
12010604,NAMITI,120106,LUBYA,120,BUVUMA
12010701,DEMBE,120107,LWAJJE,120,BUVUMA
12010702,KASERERE,120107,LWAJJE,120,BUVUMA
12010703,LUKALU,120107,LWAJJE,120,BUVUMA
12010704,LYABALUME,120107,LWAJJE,120,BUVUMA
12010801,LIIBU,120108,LYABAANA,120,BUVUMA
12010802,MUWAMA,120108,LYABAANA,120,BUVUMA
12010803,SSAMBA,120108,LYABAANA,120,BUVUMA
12010804,ZIIRU,120108,LYABAANA,120,BUVUMA
12010901,BUWANGA,120109,NAIRAMBI,120,BUVUMA
12010902,LUFU,120109,NAIRAMBI,120,BUVUMA
12010903,LUKALE,120109,NAIRAMBI,120,BUVUMA
12010904,MAGYO,120109,NAIRAMBI,120,BUVUMA
12010905,NAMUGOMBE,120109,NAIRAMBI,120,BUVUMA
12110101,BUKANDULA,121101,KABULASOKE,121,GOMBA
12110102,BULWADDA,121101,KABULASOKE,121,GOMBA
12110103,BUTITI,121101,KABULASOKE,121,GOMBA
12110104,KAKUBANSIRI,121101,KABULASOKE,121,GOMBA
12110105,KIFAMPA,121101,KABULASOKE,121,GOMBA
12110106,KISOZI,121101,KABULASOKE,121,GOMBA
12110107,LUGAAGA,121101,KABULASOKE,121,GOMBA
12110108,MATONGO,121101,KABULASOKE,121,GOMBA
12110109,MAWUUKI,121101,KABULASOKE,121,GOMBA
12110201,KANONI,121102,KAMONI TC,121,GOMBA
12110202,KOOME,121102,KAMONI TC,121,GOMBA
12110203,WANJEYO,121102,KAMONI TC,121,GOMBA
12110301,BUKUNDUGULU,121103,KYEGONZA,121,GOMBA
12110302,KISOGA,121103,KYEGONZA,121,GOMBA
12110303,MALERE,121103,KYEGONZA,121,GOMBA
12110304,MAMBA,121103,KYEGONZA,121,GOMBA
12110305,MPUNGE ,121103,KYEGONZA,121,GOMBA
12110306,NAKIJJU,121103,KYEGONZA,121,GOMBA
12110307,NAMABEYA,121103,KYEGONZA,121,GOMBA
12110308,NSAMBWE,121103,KYEGONZA,121,GOMBA
12110309,SAALI,121103,KYEGONZA,121,GOMBA
12110401,DDEGEYA,121104,MADDU,121,GOMBA
12110402,KIGEZI,121104,MADDU,121,GOMBA
12110403,KYABAGAMBA,121104,MADDU,121,GOMBA
12110404,KYAYI,121104,MADDU,121,GOMBA
12110405,MADDU,121104,MADDU,121,GOMBA
12110406,NTALAGI,121104,MADDU,121,GOMBA
12110501,GGOLOLA,121105,MPENJA,121,GOMBA
12110502,KAKOMO,121105,MPENJA,121,GOMBA
12110503,KANZIIRA,121105,MPENJA,121,GOMBA
12110504,KIRIRI,121105,MPENJA,121,GOMBA
12110505,MASERUKA,121105,MPENJA,121,GOMBA
12110506,MPOGO,121105,MPENJA,121,GOMBA
12110507,NGERIBALYA,121105,MPENJA,121,GOMBA
12110508,NGOMANENE,121105,MPENJA,121,GOMBA
12110509,NKOMA,121105,MPENJA,121,GOMBA
12110510,TABABBINZI,121105,MPENJA,121,GOMBA
12210101,BUGONZI,122101,BUKULULA,122,KALUNGU
12210102,KASAALI,122101,BUKULULA,122,KALUNGU
12210103,KITI,122101,BUKULULA,122,KALUNGU
12210104,KYAMBALA,122101,BUKULULA,122,KALUNGU
12210105,LUSANGO,122101,BUKULULA,122,KALUNGU
12210106,LUSASA/KALUNGI,122101,BUKULULA,122,KALUNGU
12210107,MABUYE,122101,BUKULULA,122,KALUNGU
12210108,MUKOKO,122101,BUKULULA,122,KALUNGU
12210201,BULAWULA,122102,KALUNGU,122,KALUNGU
12210202,BWASANDEKU,122102,KALUNGU,122,KALUNGU
12210203,KALIIRO,122102,KALUNGU,122,KALUNGU
12210204,KASANJE,122102,KALUNGU,122,KALUNGU
12210205,KIBISI,122102,KALUNGU,122,KALUNGU
12210206,KITAMBA,122102,KALUNGU,122,KALUNGU
12210207,NABUTONGWA,122102,KALUNGU,122,KALUNGU
12210208,NTALE,122102,KALUNGU,122,KALUNGU
12210209,VILLA-MARIA,122102,KALUNGU,122,KALUNGU
12210301,KALUNGU WARD,122103,KALUNGU TOWN COUNCIL,122,KALUNGU
12210302,KIKUMBI WARD,122103,KALUNGU TOWN COUNCIL,122,KALUNGU
12210303,KISAAWA WARD,122103,KALUNGU TOWN COUNCIL,122,KALUNGU
12210304,LUSANA WARD,122103,KALUNGU TOWN COUNCIL,122,KALUNGU
12210401,BAKIJULULA,122104,KYAMULIBWA,122,KALUNGU
12210402,BUSOGA,122104,KYAMULIBWA,122,KALUNGU
12210403,KABAALE,122104,KYAMULIBWA,122,KALUNGU
12210404,KIGASA,122104,KYAMULIBWA,122,KALUNGU
12210405,KITOSI,122104,KYAMULIBWA,122,KALUNGU
12210406,KYAMULIBWA,122104,KYAMULIBWA,122,KALUNGU
12210407,KYAMULIBWA TOWN  BOARD,122104,KYAMULIBWA,122,KALUNGU
12210501,BAJJA WARD,122105,LUKAYA TOWN COUNCIL,122,KALUNGU
12210502,CENTRAL WARD,122105,LUKAYA TOWN COUNCIL,122,KALUNGU
12210503,KALIRO WARD,122105,LUKAYA TOWN COUNCIL,122,KALUNGU
12210504,MAGEZI KIZUNGU WARD,122105,LUKAYA TOWN COUNCIL,122,KALUNGU
12210601,BUGOMOLA,122106,LWABENGE,122,KALUNGU
12210602,BWESA,122106,LWABENGE,122,KALUNGU
12210603,KIBISI,122106,LWABENGE,122,KALUNGU
12210604,KIRAAGA,122106,LWABENGE,122,KALUNGU
12310101,BANANYWA,123101,BANANYWA,123,KYANKWANZI
12310102,KIRIMBI,123101,BANANYWA,123,KYANKWANZI
12310103,KIRYANONGO,123101,BANANYWA,123,KYANKWANZI
12310104,KISODO,123101,BANANYWA,123,KYANKWANZI
12310105,KITEESA,123101,BANANYWA,123,KYANKWANZI
12310106,LWENGO,123101,BANANYWA,123,KYANKWANZI
12310107,MUJUNZA,123101,BANANYWA,123,KYANKWANZI
12310108,NTUNDA,123101,BANANYWA,123,KYANKWANZI
12310109,KAZO,123101,BANANYWA,123,KYANKWANZI
12310201,BUGULUMA,123102,BUTEMBA,123,KYANKWANZI
12310202,BULAMULA,123102,BUTEMBA,123,KYANKWANZI
12310203,BYERIMA,123102,BUTEMBA,123,KYANKWANZI
12310204,KATOVU,123102,BUTEMBA,123,KYANKWANZI
12310205,KIJUUBYA,123102,BUTEMBA,123,KYANKWANZI
12310206,KIKOMA,123102,BUTEMBA,123,KYANKWANZI
